measurement,own_rate_2534,interpretation
production_whole_nodes,0.4927173086153267,unchanged model age_to_index aggregation
cells_start_at_node,0.4847734101275632,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.4931393132631551,diagnostic uniform density within each four-year cell
