age,tenure,income_index,parity,dependent_children,wealth,mass,consumption,saving,excess_expenditure,resources
50.0,0,0,2,2,-0.39534883720930214,5.280646521642822e-11,0.04,-0.15813953488372087,0.024533508907308432,-0.03030038318995104
50.0,0,0,3,2,-0.39534883720930214,3.8915670090991775e-11,0.04,-0.15813953488372087,0.024533508907308432,-0.03030038318995104
46.0,0,0,2,2,-0.5348837209302326,5.7232322315434065e-11,0.04,-0.32093023255813957,0.015918081923122523,-0.18133742877134668
46.0,0,0,3,2,-0.5348837209302326,3.9010088315244065e-11,0.04,-0.32093023255813957,0.015918081923122523,-0.18133742877134668
50.0,0,0,1,1,-0.39534883720930214,1.2546164466134556e-09,0.04,-0.15813953488372087,0.0007749934573033912,-0.03030038318995104
50.0,0,0,2,1,-0.39534883720930214,1.3520504833668577e-09,0.04,-0.15813953488372087,0.0007749934573033912,-0.03030038318995104
50.0,0,0,3,1,-0.39534883720930214,4.957307145319816e-10,0.04,-0.15813953488372087,0.0007749934573033912,-0.03030038318995104
