f_c_y,control,K,rows,unsupported
1968,0,1,34,1
1968,0,2,33,1
1968,0,3,35,1
1968,0,4,36,1
1968,0,5,39,1
1968,0,6,40,1
1968,0,7,46,1
1968,0,8,48,1
1968,0,9,42,1
1968,0,10,44,1
1968,0,11,41,1
1968,0,12,45,1
1968,0,13,46,1
1968,0,17,45,1
1968,0,18,45,1
1968,0,19,43,1
1968,0,20,43,1
1968,0,21,39,1
1968,0,22,42,1
1968,0,23,41,1
1968,0,24,38,1
1968,0,25,39,1
1968,0,26,43,1
1968,0,27,39,1
1968,0,28,42,1
1968,0,29,32,1
1968,0,31,31,1
1968,0,33,29,1
1968,0,35,30,1
1968,0,37,28,1
1968,0,39,29,1
1968,0,41,31,1
1968,0,43,28,1
1968,0,45,26,1
1968,0,47,27,1
1968,0,49,28,1
1968,0,51,25,1
1969,0,0,40,1
1969,0,1,43,1
1969,0,2,46,1
1969,0,3,47,1
1969,0,4,46,1
1969,0,5,47,1
1969,0,6,58,1
1969,0,7,62,1
1969,0,8,61,1
1969,0,9,60,1
1969,0,10,58,1
1969,0,11,58,1
1969,0,12,57,1
1969,0,16,60,1
1969,0,17,60,1
1969,0,18,61,1
1969,0,19,58,1
1969,0,20,58,1
1969,0,21,57,1
1969,0,22,57,1
1969,0,23,53,1
1969,0,24,52,1
1969,0,25,53,1
1969,0,26,53,1
1969,0,27,51,1
1969,0,28,37,1
1969,0,30,38,1
1969,0,32,39,1
1969,0,34,41,1
1969,0,36,40,1
1969,0,38,36,1
1969,0,40,37,1
1969,0,42,33,1
1969,0,44,34,1
1969,0,46,30,1
1969,0,48,26,1
1969,0,50,27,1
1970,0,-1,14,1
1970,0,0,21,1
1970,0,1,24,1
1970,0,2,26,1
1970,0,3,31,1
1970,0,4,30,1
1970,0,5,62,1
1970,0,6,66,1
1970,0,7,66,1
1970,0,8,65,1
1970,0,9,64,1
1970,0,10,60,1
1970,0,11,66,1
1970,0,15,66,1
1970,0,16,63,1
1970,0,17,62,1
1970,0,18,62,1
1970,0,19,64,1
1970,0,20,63,1
1970,0,21,58,1
1970,0,22,60,1
1970,0,23,61,1
1970,0,24,64,1
1970,0,25,66,1
1970,0,26,63,1
1970,0,27,48,1
1970,0,29,49,1
1970,0,31,46,1
1970,0,33,46,1
1970,0,35,47,1
1970,0,37,45,1
1970,0,39,42,1
1970,0,41,40,1
1970,0,43,35,1
1970,0,45,34,1
1970,0,47,31,1
1970,0,49,30,1
1971,0,-2,14,1
1971,0,-1,16,1
1971,0,0,20,1
1971,0,1,23,1
1971,0,2,24,1
1971,0,3,24,1
1971,0,4,60,1
1971,0,5,62,1
1971,0,6,60,1
1971,0,7,61,1
1971,0,8,65,1
1971,0,9,65,1
1971,0,10,63,1
1971,0,14,64,1
1971,0,15,65,1
1971,0,16,60,1
1971,0,17,59,1
1971,0,18,56,1
1971,0,19,58,1
1971,0,20,56,1
1971,0,21,60,1
1971,0,22,59,1
1971,0,23,61,1
1971,0,24,57,1
1971,0,25,54,1
1971,0,26,37,1
1971,0,28,37,1
1971,0,30,34,1
1971,0,32,33,1
1971,0,34,32,1
1971,0,36,32,1
1971,0,38,33,1
1971,0,40,30,1
1971,0,42,31,1
1971,0,44,26,1
1971,0,46,29,1
1971,0,48,26,1
1972,0,-3,13,1
1972,0,-2,16,1
1972,0,-1,17,1
1972,0,0,20,1
1972,0,1,20,1
1972,0,2,24,1
1972,0,3,63,1
1972,0,4,65,1
1972,0,5,64,1
1972,0,6,64,1
1972,0,7,68,1
1972,0,8,66,1
1972,0,9,69,1
1972,0,13,64,1
1972,0,14,63,1
1972,0,15,62,1
1972,0,16,58,1
1972,0,17,58,1
1972,0,18,56,1
1972,0,19,53,1
1972,0,20,47,1
1972,0,21,48,1
1972,0,22,58,1
1972,0,23,60,1
1972,0,24,52,1
1972,0,25,37,1
1972,0,27,36,1
1972,0,29,40,1
1972,0,31,38,1
1972,0,33,39,1
1972,0,35,38,1
1972,0,37,37,1
1972,0,39,34,1
1972,0,41,32,1
1972,0,43,33,1
1972,0,45,32,1
1972,0,47,32,1
1973,0,-4,12,1
1973,0,-3,13,1
1973,0,-2,16,1
1973,0,-1,18,1
1973,0,0,27,1
1973,0,1,31,1
1973,0,2,69,1
1973,0,3,70,1
1973,0,4,73,1
1973,0,5,77,1
1973,0,6,76,1
1973,0,7,73,1
1973,0,8,69,1
1973,0,12,74,1
1973,0,13,73,1
1973,0,14,69,1
1973,0,15,68,1
1973,0,16,66,1
1973,0,17,67,1
1973,0,18,65,1
1973,0,19,66,1
1973,0,20,61,1
1973,0,21,67,1
1973,0,22,68,1
1973,0,23,63,1
1973,0,24,42,1
1973,0,26,42,1
1973,0,28,45,1
1973,0,30,44,1
1973,0,32,39,1
1973,0,34,37,1
1973,0,36,39,1
1973,0,38,37,1
1973,0,40,38,1
1973,0,42,34,1
1973,0,44,32,1
1973,0,46,30,1
1974,0,-5,4,1
1974,0,-4,5,1
1974,0,-3,7,1
1974,0,-2,9,1
1974,0,-1,12,1
1974,0,0,14,1
1974,0,1,55,1
1974,0,2,61,1
1974,0,3,64,1
1974,0,4,62,1
1974,0,5,62,1
1974,0,6,61,1
1974,0,7,58,1
1974,0,11,66,1
1974,0,12,65,1
1974,0,13,64,1
1974,0,14,64,1
1974,0,15,64,1
1974,0,16,64,1
1974,0,17,64,1
1974,0,18,60,1
1974,0,19,58,1
1974,0,20,65,1
1974,0,21,58,1
1974,0,22,56,1
1974,0,23,39,1
1974,0,25,36,1
1974,0,27,37,1
1974,0,29,33,1
1974,0,31,36,1
1974,0,33,32,1
1974,0,35,29,1
1974,0,37,27,1
1974,0,39,27,1
1974,0,41,29,1
1974,0,43,28,1
1974,0,45,28,1
1975,0,-6,4,0
1975,0,-5,5,0
1975,0,-4,6,0
1975,0,-3,7,0
1975,0,-2,12,0
1975,0,-1,19,0
1975,0,0,56,0
1975,0,1,64,0
1975,0,2,63,0
1975,0,3,64,0
1975,0,4,67,0
1975,0,5,68,0
1975,0,6,73,0
1975,0,10,77,0
1975,0,11,77,0
1975,0,12,76,0
1975,0,13,70,0
1975,0,14,69,0
1975,0,15,69,0
1975,0,16,66,0
1975,0,17,63,0
1975,0,18,64,0
1975,0,19,69,0
1975,0,20,65,0
1975,0,21,66,0
1975,0,22,40,0
1975,0,24,39,0
1975,0,26,37,0
1975,0,28,37,0
1975,0,30,33,0
1975,0,32,35,0
1975,0,34,36,0
1975,0,36,30,0
1975,0,38,31,0
1975,0,40,29,0
1975,0,42,32,0
1975,0,44,29,0
1976,0,-7,2,0
1976,0,-6,4,0
1976,0,-5,4,0
1976,0,-4,3,0
1976,0,-3,6,0
1976,0,-2,10,0
1976,0,-1,37,0
1976,0,0,44,0
1976,0,1,57,0
1976,0,2,60,0
1976,0,3,64,0
1976,0,4,61,0
1976,0,5,63,0
1976,0,9,65,0
1976,0,10,64,0
1976,0,11,66,0
1976,0,12,67,0
1976,0,13,59,0
1976,0,14,57,0
1976,0,15,57,0
1976,0,16,57,0
1976,0,17,62,0
1976,0,18,68,0
1976,0,19,62,0
1976,0,20,59,0
1976,0,21,41,0
1976,0,23,40,0
1976,0,25,39,0
1976,0,27,36,0
1976,0,29,39,0
1976,0,31,37,0
1976,0,33,35,0
1976,0,35,35,0
1976,0,37,37,0
1976,0,39,34,0
1976,0,41,32,0
1976,0,43,30,0
1977,0,-8,3,0
1977,0,-7,4,0
1977,0,-6,4,0
1977,0,-5,5,0
1977,0,-4,5,0
1977,0,-3,6,0
1977,0,-2,30,0
1977,0,-1,37,0
1977,0,0,53,0
1977,0,1,57,0
1977,0,2,60,0
1977,0,3,75,0
1977,0,4,70,0
1977,0,8,70,0
1977,0,9,71,0
1977,0,10,74,0
1977,0,11,76,0
1977,0,12,71,0
1977,0,13,70,0
1977,0,14,72,0
1977,0,15,70,0
1977,0,16,69,0
1977,0,17,69,0
1977,0,18,67,0
1977,0,19,64,0
1977,0,20,48,0
1977,0,22,46,0
1977,0,24,44,0
1977,0,26,44,0
1977,0,28,38,0
1977,0,30,37,0
1977,0,32,39,0
1977,0,34,43,0
1977,0,36,36,0
1977,0,38,37,0
1977,0,40,39,0
1977,0,42,38,0
1978,0,-9,2,0
1978,0,-8,2,0
1978,0,-7,2,0
1978,0,-6,2,0
1978,0,-5,3,0
1978,0,-4,5,0
1978,0,-3,27,0
1978,0,-2,38,0
1978,0,-1,43,0
1978,0,0,54,0
1978,0,1,69,0
1978,0,2,66,0
1978,0,3,67,0
1978,0,7,71,0
1978,0,8,70,0
1978,0,9,69,0
1978,0,10,68,0
1978,0,11,69,0
1978,0,12,70,0
1978,0,13,66,0
1978,0,14,65,0
1978,0,15,67,0
1978,0,16,76,0
1978,0,17,71,0
1978,0,18,72,0
1978,0,19,52,0
1978,0,21,50,0
1978,0,23,47,0
1978,0,25,51,0
1978,0,27,50,0
1978,0,29,47,0
1978,0,31,44,0
1978,0,33,40,0
1978,0,35,44,0
1978,0,37,43,0
1978,0,39,44,0
1978,0,41,44,0
1979,0,-10,3,0
1979,0,-9,4,0
1979,0,-8,3,0
1979,0,-7,5,0
1979,0,-6,8,0
1979,0,-5,11,0
1979,0,-4,28,0
1979,0,-3,35,0
1979,0,-2,45,0
1979,0,-1,50,0
1979,0,0,67,0
1979,0,1,75,0
1979,0,2,78,0
1979,0,6,89,0
1979,0,7,83,0
1979,0,8,81,0
1979,0,9,81,0
1979,0,10,80,0
1979,0,11,80,0
1979,0,12,77,0
1979,0,13,77,0
1979,0,14,73,0
1979,0,15,77,0
1979,0,16,79,0
1979,0,17,75,0
1979,0,18,56,0
1979,0,20,55,0
1979,0,22,52,0
1979,0,24,47,0
1979,0,26,48,0
1979,0,28,49,0
1979,0,30,50,0
1979,0,32,46,0
1979,0,34,44,0
1979,0,36,43,0
1979,0,38,43,0
1979,0,40,39,0
1980,0,-7,2,0
1980,0,-6,5,0
1980,0,-5,22,0
1980,0,-4,25,0
1980,0,-3,35,0
1980,0,-2,42,0
1980,0,-1,59,0
1980,0,0,69,0
1980,0,1,76,0
1980,0,5,82,0
1980,0,6,77,0
1980,0,7,82,0
1980,0,8,82,0
1980,0,9,76,0
1980,0,10,82,0
1980,0,11,85,0
1980,0,12,84,0
1980,0,13,83,0
1980,0,14,86,0
1980,0,15,86,0
1980,0,16,83,0
1980,0,17,56,0
1980,0,19,53,0
1980,0,21,54,0
1980,0,23,54,0
1980,0,25,52,0
1980,0,27,51,0
1980,0,29,45,0
1980,0,31,44,0
1980,0,33,41,0
1980,0,35,41,0
1980,0,37,40,0
1980,0,39,36,0
1981,0,-10,1,0
1981,0,-9,1,0
1981,0,-8,5,0
1981,0,-7,7,0
1981,0,-6,15,0
1981,0,-5,20,0
1981,0,-4,23,0
1981,0,-3,28,0
1981,0,-2,36,0
1981,0,-1,48,0
1981,0,0,56,0
1981,0,4,62,0
1981,0,5,60,0
1981,0,6,68,0
1981,0,7,65,0
1981,0,8,65,0
1981,0,9,62,0
1981,0,10,63,0
1981,0,11,64,0
1981,0,12,67,0
1981,0,13,73,0
1981,0,14,69,0
1981,0,15,69,0
1981,0,16,57,0
1981,0,18,56,0
1981,0,20,52,0
1981,0,22,54,0
1981,0,24,53,0
1981,0,26,50,0
1981,0,28,48,0
1981,0,30,48,0
1981,0,32,44,0
1981,0,34,46,0
1981,0,36,44,0
1981,0,38,44,0
1982,0,-13,2,0
1982,0,-12,2,0
1982,0,-11,3,0
1982,0,-10,3,0
1982,0,-9,5,0
1982,0,-8,5,0
1982,0,-7,10,0
1982,0,-6,18,0
1982,0,-5,22,0
1982,0,-4,26,0
1982,0,-3,29,0
1982,0,-2,41,0
1982,0,-1,53,0
1982,0,3,79,0
1982,0,4,83,0
1982,0,5,84,0
1982,0,6,84,0
1982,0,7,87,0
1982,0,8,87,0
1982,0,9,86,0
1982,0,10,84,0
1982,0,11,82,0
1982,0,12,85,0
1982,0,13,85,0
1982,0,14,84,0
1982,0,15,59,0
1982,0,17,58,0
1982,0,19,61,0
1982,0,21,58,0
1982,0,23,58,0
1982,0,25,55,0
1982,0,27,53,0
1982,0,29,44,0
1982,0,31,43,0
1982,0,33,42,0
1982,0,35,37,0
1982,0,37,40,0
1983,0,-12,1,0
1983,0,-11,2,0
1983,0,-10,1,0
1983,0,-9,3,0
1983,0,-8,14,0
1983,0,-7,15,0
1983,0,-6,16,0
1983,0,-5,24,0
1983,0,-4,27,0
1983,0,-3,36,0
1983,0,-2,49,0
1983,0,2,86,0
1983,0,3,88,0
1983,0,4,92,0
1983,0,5,93,0
1983,0,6,89,0
1983,0,7,92,0
1983,0,8,93,0
1983,0,9,93,0
1983,0,10,92,0
1983,0,11,91,0
1983,0,12,90,0
1983,0,13,88,0
1983,0,14,67,0
1983,0,16,71,0
1983,0,18,68,0
1983,0,20,69,0
1983,0,22,73,0
1983,0,24,67,0
1983,0,26,63,0
1983,0,28,60,0
1983,0,30,57,0
1983,0,32,51,0
1983,0,34,51,0
1983,0,36,47,0
1984,0,-13,1,0
1984,0,-12,3,0
1984,0,-11,4,0
1984,0,-10,3,0
1984,0,-9,7,0
1984,0,-8,8,0
1984,0,-7,9,0
1984,0,-6,12,0
1984,0,-5,16,0
1984,0,-4,25,0
1984,0,-3,28,0
1984,0,1,61,0
1984,0,2,64,0
1984,0,3,65,0
1984,0,4,67,0
1984,0,5,70,0
1984,0,6,68,0
1984,0,7,69,0
1984,0,8,69,0
1984,0,9,68,0
1984,0,10,76,0
1984,0,11,76,0
1984,0,12,75,0
1984,0,13,58,0
1984,0,15,55,0
1984,0,17,58,0
1984,0,19,55,0
1984,0,21,54,0
1984,0,23,51,0
1984,0,25,47,0
1984,0,27,43,0
1984,0,29,38,0
1984,0,31,41,0
1984,0,33,35,0
1984,0,35,34,0
1985,0,-10,1,0
1985,0,-9,1,0
1985,0,-8,4,0
1985,0,-7,8,0
1985,0,-6,7,0
1985,0,-5,14,0
1985,0,-4,21,0
1985,0,0,43,0
1985,0,1,50,0
1985,0,2,51,0
1985,0,3,45,0
1985,0,4,47,0
1985,0,5,46,0
1985,0,6,44,0
1985,0,7,44,0
1985,0,8,43,0
1985,0,9,51,0
1985,0,10,40,0
1985,0,11,47,0
1985,0,12,43,0
1985,0,14,39,0
1985,0,16,35,0
1985,0,18,35,0
1985,0,20,38,0
1985,0,22,33,0
1985,0,24,36,0
1985,0,26,31,0
1985,0,28,31,0
1985,0,30,31,0
1985,0,32,29,0
1985,0,34,29,0
1986,0,-17,1,0
1986,0,-16,1,0
1986,0,-15,2,0
1986,0,-14,2,0
1986,0,-13,3,0
1986,0,-12,2,0
1986,0,-11,4,0
1986,0,-10,4,0
1986,0,-9,5,0
1986,0,-8,8,0
1986,0,-7,13,0
1986,0,-6,14,0
1986,0,-5,15,0
1986,0,-1,40,0
1986,0,0,54,0
1986,0,1,67,0
1986,0,2,67,0
1986,0,3,65,0
1986,0,4,70,0
1986,0,5,67,0
1986,0,6,64,0
1986,0,7,68,0
1986,0,8,65,0
1986,0,9,64,0
1986,0,10,64,0
1986,0,11,54,0
1986,0,13,54,0
