arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
Hb6,-7,-6,57282,56749,4989,3335,1654,16539,Wp5,1.430894157389953,.1296825816475392,4.22497599030177,13981,1968 1969 1970 1971 1972 1973 1974 1989 1990,0,pw=IW,122.403
