-2.211785182704321340e+00,1.226015674243282128e+01,3.393458291056749943e+01,2.443080271646911328e-01,-9.727449570772475629e-02,8.275116569625422247e-03,7.030859150869422404e-03,-2.456821547397456534e-02,1.300757313250024305e+00,-8.484594694818652083e-03,2.880383530506898282e+01
-1.215318644008807736e+00,-4.714546379549945954e+01,-9.183701117851585138e+01,1.656471866624402434e-01,-2.333299283488422304e+00,1.539730382039693202e-02,-1.246448114779196217e-02,6.458200042600609203e-01,3.271806370372807038e+01,9.368725840648093328e-01,-1.840358878856073943e+01
-2.754333219613156025e+00,1.536224436944189620e+02,-1.023469421893564970e+02,6.549176999186551162e-01,-9.893118727338547913e-01,-1.143101934767852962e-01,1.704076920816531560e-02,3.251443021028418978e-01,-1.238867653195540086e+01,3.534433359983376599e-01,1.101423908678590458e+01
-2.912287534636257114e+00,1.430289724326712246e+02,-8.599260641535539662e+01,4.478862900486376142e-01,-7.473596538792641741e-01,-9.654886736045745210e-02,1.448319442487465587e-02,2.218177276783082352e-01,-1.257837641471194523e+01,2.313023914249255075e-01,1.321340306038675116e+01
1.466243278059885302e+00,2.394325423146568266e+00,5.857252143219410234e-01,-6.503262728824482508e+01,-1.065549967763658401e+01,6.399542048388878746e-01,-3.683587365967962851e-02,5.082786398742462630e+00,4.720535647448893812e-02,4.259271832549190506e+00,1.738963659771507020e+00
5.269786304513308650e+00,3.019388671119793344e+01,-4.478955329230601023e+01,-1.675592122693388433e+02,-3.376417707125408896e+01,2.167247527580838273e+00,2.065942209890090642e-01,2.980301332299042016e+01,-1.633876902554908028e+01,-1.856676070091166197e+00,-5.289248572120448522e+00
1.656398480890327107e+01,-1.077245429616606174e+02,-9.103698140498581282e+00,-1.708512542949751492e+02,4.019540637315573983e-01,1.373906043595117810e+00,-6.339071058167328188e-02,9.700924298890203801e+00,-2.491182721805643929e+00,8.253846625033670392e+00,-8.878550734086235963e+00
3.637747434754753595e+00,4.679655946023704716e-01,-8.675197008688565470e-01,6.641598392053796260e+02,3.164333963326912524e+01,2.698852597500243089e+00,-2.205791400738064401e-01,-5.961040784070997800e-01,4.996989910637235355e-02,-4.164703648646624345e-01,-4.742636971422072023e-02
4.100868501847317327e-01,5.805212614632621060e-01,8.904049390943127862e-02,6.270183129217183016e+00,3.473138201155724403e+01,-9.282926122731619545e-01,1.044152009776365825e-01,6.761854703073216788e-01,-1.123118514770648085e-01,5.477769599531829847e-01,2.252458910224850730e-01
1.000016017393366141e+01,1.578599856248112721e+00,-7.821308768228223407e-01,2.412536073602382913e+01,1.064172049588517854e+00,9.112222843035409525e+00,-5.919329132641643065e-01,-1.952251956178095438e-01,-1.208663781898099490e-02,-1.778525885548774554e-01,8.669669981630204192e-02
-1.635700331702026444e+00,-1.155164906649718271e+00,9.699844102675982960e-01,-9.291668042382820403e+00,1.841590110517009160e+00,3.223376454742135877e+01,-2.268174057758285400e+00,-4.573482528850143780e-02,4.546523341955040209e-02,-5.724442235456312505e-02,3.515443223022216013e-02
3.050393495426994761e+01,-7.042293240041124225e-01,-4.109307933457980178e-01,7.575370032747012594e+00,1.457729257762733077e+01,5.248597493312567508e+01,-6.608014853559657231e-02,-1.347751223841119339e-01,7.273032332189005057e-03,-6.656342718003299685e-02,-3.974651994550489897e-01
