arm,age_index,age_years,surviving_mass,explicit_birth_flow,exact_first_birth_flow,childless_share,mean_rooms,ownership
cap10s02,0,18.0,0.9999999999999998,0.26502560819788507,0.265025608197885,0.7349743918021153,4.468463876169914,0.05710714173876104
cap10s02,1,22.0,0.9999999999999888,0.2963658860735605,0.21135354977904697,0.5236208420230739,5.178221681449416,0.16944326175923552
cap10s02,2,26.0,0.9999999999999868,0.31382395877293917,0.1536067968010978,0.3700140452219781,5.7177920810283105,0.2497041863347242
cap10s02,3,30.0,0.9999999999999887,0.30849086757697763,0.09390948303863822,0.27610456218334284,6.1705646034804404,0.3611430125498985
cap10s02,4,34.0,0.9999999999999938,0.28643680427759727,0.05089426766215893,0.2252102945211843,6.503786023426462,0.4403529826098984
cap10s02,5,38.0,0.9999999999999887,0.24124566745506532,0.027668279360414716,0.19754201516076939,6.758030574108934,0.5184240494836818
cap10s02,6,42.0,0.9999999999999907,0.16102197494493453,0.01800205530653662,0.1795399598542315,6.9280275155078375,0.5808965304826471
cap10s02,7,46.0,0.9999999999999866,0.0,0.0,0.17953995985423174,6.982293146966265,0.6199538190980202
cap10s02,8,50.0,0.999999999999983,0.0,0.0,0.1795399598542328,7.0247379445032365,0.6498049503587668
cap10s02,9,54.0,0.9999999999999828,0.0,0.0,0.17953995985423102,7.062465110686854,0.6774963428587756
cap10s02,10,58.0,0.9999999999999861,0.0,0.0,0.17953995985422824,7.091607121832499,0.706956827925063
cap10s02,11,62.0,0.9999999999999915,0.0,0.0,0.17953995985422544,7.120771137576608,0.7348127012575262
cap10s02,12,66.0,0.9999999999999891,0.0,0.0,0.17953995985422339,7.314526688865299,0.7588372840354733
cap10s02,13,70.0,0.9391263063709991,0.0,0.0,0.1795399598542242,7.335188533749001,0.7702991276285981
cap10s02,14,74.0,0.862585290734103,0.0,0.0,0.17953995985422788,7.308114700172883,0.7927278837746964
cap10s02,15,78.0,0.7633467444960319,0.0,0.0,0.17953995985422752,7.236355078851756,0.8636334520891847
cap10s02,16,82.0,0.633613527216944,0.0,0.0,0.17953995985421925,7.132682751729545,0.9212539498919649
